pair_id,smiles_A,smiles_B,source,transformation,analogs_generated,unique_analogs,B_recovered_exact,B_rank_by_tanimoto,best_tanimoto,top10_tanimoto_mean,smirks_that_recovered_B,runtime_s
CHEMBL_MMP_01073,Cc1ccc2nc(N3CCNCC3)cnc2c1,N#Cc1ccc2nc(N3CCNCC3)cnc2c1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]C#N,161,98,False,,0.6667,0.6351,,1.0638
CHEMBL_MMP_01074,CCCc1cc(OC)c(CC(C)N)cc1OC,COc1cc(CC(C)N)c(OC)cc1I,ChEMBL-37/mmpdb,[*:1]CCC>>[*:1]I,216,155,False,,0.6667,0.6121,,1.1645
CHEMBL_MMP_01075,COc1ccc2[nH]cc(CCN)c2c1,NCCc1c[nH]c2ccccc12,ChEMBL-37/mmpdb,[*:1]OC>>[*:1][H],165,112,False,,0.625,0.5454,,1.1399
CHEMBL_MMP_01076,CCN(CC)c1cccnc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,CCNc1cccnc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,ChEMBL-37/mmpdb,[*:1]CC>>[*:1][H],220,144,False,,0.6833,0.6448,,1.8635
CHEMBL_MMP_01077,NCc1ccc2nc(N)nc(N)c2c1,Nc1ccc2nc(N)nc(N)c2c1,ChEMBL-37/mmpdb,[*:1]CN>>[*:1]N,173,106,False,,0.6129,0.563,,1.2196
CHEMBL_MMP_01078,O=[N+]([O-])c1cc2c(ccc3cc(Br)ccc32)o1,COc1ccc2c(ccc3oc([N+](=O)[O-])cc32)c1,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]OC,225,135,False,,0.6429,0.5732,,2.017
CHEMBL_MMP_01079,COC(=O)Cc1ccc(OCCCOc2cc3c(cc2O)CCO3)cc1,O=C(O)Cc1ccc(OCCCOc2cc3c(cc2O)CCO3)cc1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],310,201,True,1,1.0,0.7994,POLA017,2.3924
CHEMBL_MMP_01080,COc1cc(C(=O)c2cc(Cl)ccc2N)cc(OC)c1OC,CNc1ccc(Cl)cc1C(=O)c1cc(OC)c(OC)c(OC)c1,ChEMBL-37/mmpdb,[*:1]N>>[*:1]NC,294,197,True,1,1.0,0.7218,AMINE_001;STER018;AROM017,1.8198
CHEMBL_MMP_01081,COc1cc(C2c3cc4c(cc3NC3COC(=O)N32)OCCO4)cc(OC)c1OC,COc1cc(OC)cc(C2c3cc4c(cc3NC3COC(=O)N32)OCCO4)c1,ChEMBL-37/mmpdb,[*:1]OC>>[*:1][H],285,193,False,,0.7593,0.7312,,2.2662
CHEMBL_MMP_01082,COc1c2occc2c(COCCCO)c2ccc(=O)oc12,COc1c2occc2c(CO)c2ccc(=O)oc12,ChEMBL-37/mmpdb,[*:1]CCCO>>[*:1][H],137,98,False,,0.7333,0.6924,,1.4805
CHEMBL_MMP_01083,COc1cccc(Oc2ccc(NC(C)=O)cc2)c1,CCCCC(=O)Nc1ccc(Oc2cccc(OC)c2)cc1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]CCCC,327,210,False,,0.7674,0.6406,,1.8245
CHEMBL_MMP_01084,COc1ccc2oc([N+](=O)[O-])cc2c1,O=[N+]([O-])c1cc2ccccc2o1,ChEMBL-37/mmpdb,[*:1]OC>>[*:1][H],144,94,False,,0.6061,0.5631,,1.17
CHEMBL_MMP_01085,Nc1nc(N)c2cc(Sc3ccc4ccccc4c3)ccc2n1,Nc1ncnc2ccc(Sc3ccc4ccccc4c3)cc12,ChEMBL-37/mmpdb,[*:1]N>>[*:1][H],431,252,False,,0.6667,0.5784,,3.9713
CHEMBL_MMP_01086,CCN1CCC(Nc2ccc3[nH]ncc3c2)CC1,c1cc2[nH]ncc2cc1NC1CCNCC1,ChEMBL-37/mmpdb,[*:1]CC>>[*:1][H],161,109,False,,0.6444,0.6255,,1.7656
CHEMBL_MMP_01087,NC1=NC(c2ccc(F)cc2)Cc2c(F)cccc21,NC1=NC(c2ccc(F)cc2)Cc2ccccc21,ChEMBL-37/mmpdb,[*:1]F>>[*:1][H],272,175,False,,0.7297,0.5833,,1.8536
CHEMBL_MMP_01088,COc1cc(C(C)C)c(OC)cc1CC(C)N,COc1ccc(OC)c(CC(C)N)c1,ChEMBL-37/mmpdb,[*:1]C(C)C>>[*:1][H],206,145,False,,0.5263,0.5105,,0.9973
CHEMBL_MMP_01089,CCOC(=O)c1cc2ccccn2c(=Nc2ccc(C)cc2)n1,CCOC(=O)c1cc2ccccn2c(=Nc2ccccc2)n1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],191,116,False,,0.8542,0.8101,,1.1607
CHEMBL_MMP_01090,O=C(C=Cc1ccc(Br)cc1)c1ccc(O)cc1,O=C(C=Cc1ccc(F)cc1)c1ccc(O)cc1,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]F,216,138,False,,0.7273,0.6022,,1.9142
CHEMBL_MMP_01091,O=C(NCCCn1ccnc1)c1sc2cc(F)ccc2c1Cl,O=C(NCCCn1ccnc1)c1sc2ccccc2c1Cl,ChEMBL-37/mmpdb,[*:1]F>>[*:1][H],175,114,False,,0.75,0.694,,1.3145
CHEMBL_MMP_01092,CCNC(=O)NC(CCSC)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,CSCCC(NC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,ChEMBL-37/mmpdb,[*:1]CC>>[*:1][H],319,212,False,,0.7885,0.7379,,1.3273
CHEMBL_MMP_01093,CC(=O)Nc1ccc(C=Cc2ccc(Cl)cc2)cc1,CCCCOc1ccc(C=Cc2ccc(NC(C)=O)cc2)cc1,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1]OCCCC,224,141,False,,0.5789,0.5297,,1.6605
CHEMBL_MMP_01094,Nc1nc(N)c2c(Cl)c(NC(=O)Cc3ccc(Br)cc3)ccc2n1,Nc1nc(N)c2c(Cl)c(NC(=O)Cc3ccc(Cl)cc3)ccc2n1,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]Cl,268,169,True,1,1.0,0.7617,HALO009,2.3907
CHEMBL_MMP_01095,CNc1ccc(Cl)cc1C(=O)c1cc(OC)c(OC)c(OC)c1,COc1cc(C(=O)c2cc(Cl)ccc2O)cc(OC)c1OC,ChEMBL-37/mmpdb,[*:1]NC>>[*:1]O,293,197,False,,0.6905,0.6559,,1.987
CHEMBL_MMP_01096,Cc1ccc(C(=O)c2ccc(-n3ncc(=O)[nH]c3=O)cc2)cc1,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]Cl,208,127,True,1,1.0,0.7329,RING_117;META024,2.203
CHEMBL_MMP_01097,O=C(NC(CO)C(=O)O)c1ccccc1Br,O=C(NC(CS)C(=O)O)c1ccccc1Br,ChEMBL-37/mmpdb,[*:1]O>>[*:1]S,258,170,True,1,1.0,0.7156,OSUB050,0.6974
CHEMBL_MMP_01098,COc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3O)cccc12,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],332,208,True,1,1.0,0.7731,OSUB_002,2.3279
CHEMBL_MMP_01099,CCc1nnc2c(NC3CCCC3)nc3ccccc3n12,CCCCc1nnc2c(NC3CCCC3)nc3ccccc3n12,ChEMBL-37/mmpdb,[*:1]CC>>[*:1]CCCC,177,116,False,,0.875,0.727,,1.4389
CHEMBL_MMP_01100,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Cl)cn3)cccc12,CN(C)c1cccc2c(S(=O)(=O)Nc3ncccn3)cccc12,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1][H],312,191,False,,1.0,0.7118,,2.1289
CHEMBL_MMP_01101,Cc1ccc2c(ccc3oc([N+](=O)[O-])cc32)c1,COc1ccc2c(ccc3oc([N+](=O)[O-])cc32)c1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]OC,238,143,False,,0.6829,0.628,,2.0891
CHEMBL_MMP_01102,NC1=NC(c2ccc(F)cc2)Cc2cc(F)ccc21,NC1=NC(c2ccc(F)cc2)Cc2ccccc21,ChEMBL-37/mmpdb,[*:1]F>>[*:1][H],256,161,False,,0.7297,0.6355,,1.9934
CHEMBL_MMP_01103,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)CN)OCO3,COCC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2CC1C)OCO3,ChEMBL-37/mmpdb,[*:1]N>>[*:1]OC,271,173,False,,0.8136,0.7503,,1.862
CHEMBL_MMP_01104,CCc1cc(OC)c(CC(C)N)cc1OC,CCCc1cc(OC)c(CC(C)N)cc1OC,ChEMBL-37/mmpdb,[*:1]CC>>[*:1]CCC,214,151,True,1,1.0,0.6861,META025;META026;BENZ007,0.9208
CHEMBL_MMP_01105,O=c1c(-c2ccc(O)cc2O)coc2cc(O)ccc12,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,ChEMBL-37/mmpdb,[*:1]O>>[*:1][H],331,222,False,,0.7073,0.6734,,2.7881
CHEMBL_MMP_01106,COc1ccc2c(c1)c(CCN(C)C)cn2C,CCn1cc(CCN(C)C)c2cc(OC)ccc21,ChEMBL-37/mmpdb,[*:1]C>>[*:1]CC,181,124,True,1,1.0,0.7009,META025,1.288
CHEMBL_MMP_01107,CCn1cc(CCN(C)C)c2cc(OC)ccc21,COc1ccc2[nH]cc(CCN(C)C)c2c1,ChEMBL-37/mmpdb,[*:1]CC>>[*:1][H],182,125,False,,0.5,0.469,,1.3772
CHEMBL_MMP_01108,Cc1cccc(N2C(N)=NC(N)=NC2(C)C)c1,CCCCOc1cccc(N2C(N)=NC(N)=NC2(C)C)c1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]OCCCC,234,152,False,,0.6383,0.575,,0.9161
CHEMBL_MMP_01109,CNc1ncnc2c1ncn2Cc1ccccc1,c1ccc(Cn2cnc3c(NC4CC4)ncnc32)cc1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]C1CC1,153,96,False,,0.6977,0.6183,,1.0516
CHEMBL_MMP_01110,Cc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2Cl)on1,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1][H],131,97,False,,1.0,0.6847,,1.231
CHEMBL_MMP_01111,CC1(C)N=C(N)N=C(N)N1c1ccc(Br)cc1,CC1(C)N=C(N)N=C(N)N1c1ccccc1,ChEMBL-37/mmpdb,[*:1]Br>>[*:1][H],133,86,False,,0.7059,0.6033,,0.7458
CHEMBL_MMP_01112,NS(=O)(=O)c1ccc(CCO)cc1,NS(=O)(=O)c1ccc(CO)cc1,ChEMBL-37/mmpdb,[*:1]CCO>>[*:1]CO,127,84,False,,0.6923,0.5678,,0.7933
CHEMBL_MMP_01113,CCc1cc(OC)c(CC(C)N)cc1OC,COc1cc(OC)c(OC)cc1CC(C)N,ChEMBL-37/mmpdb,[*:1]CC>>[*:1]OC,214,151,False,,0.7586,0.7061,,0.9164
CHEMBL_MMP_01114,CC(O)Cc1cc(-c2ccnc3[nH]nc(C(F)(F)F)c23)cc(C2(C#N)CC2)c1,N#CC1(c2cc(CCO)cc(-c3ccnc4[nH]nc(C(F)(F)F)c34)c2)CC1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],227,161,False,,0.7846,0.7559,,1.2728
CHEMBL_MMP_01115,CCN(CC)CCNc1ccc2ncn3c4c(OC)ccc(OC)c4c(=O)c1c23,CCN(CC)CCNc1ccc2ncn3c4c(OC)ccc(O)c4c(=O)c1c23,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],269,186,True,1,1.0,0.8258,OSUB_002;AROM016,3.6253
CHEMBL_MMP_01116,CC(C)OC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)(C)C,CCOC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)(C)C,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],257,166,False,,0.8197,0.7731,,1.0994
CHEMBL_MMP_01117,CC(C)OC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)(C)C,CC(C)(C)NCC(O)COc1ccc(NC(=O)c2cccs2)cc1C(=O)O,ChEMBL-37/mmpdb,[*:1]C(C)C>>[*:1][H],257,166,False,,0.8276,0.7888,,1.4248
CHEMBL_MMP_01118,CC(C)(C)OC(=O)NC(Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O)C(=O)O,COc1c(CC(NC(=O)OC(C)(C)C)C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],ChEMBL-37/mmpdb,[*:1]O>>[*:1]OC,257,176,False,,0.7857,0.726,,0.8329
CHEMBL_MMP_01119,CCN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12,CNc1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12,ChEMBL-37/mmpdb,[*:1]CC>>[*:1][H],344,218,False,,0.7091,0.6834,,2.0423
CHEMBL_MMP_01120,NCc1ccc2nc(N)nc(N)c2c1,Nc1ccc2nc(N)nc(N)c2c1,ChEMBL-37/mmpdb,[*:1]CN>>[*:1]N,173,106,False,,0.6129,0.563,,0.8441
CHEMBL_MMP_01121,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)C3=O,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(CC)C(C)C3=O,ChEMBL-37/mmpdb,[*:1]C>>[*:1]CC,133,99,True,1,1.0,0.8125,META025,1.6668
CHEMBL_MMP_01122,COc1ccc(-c2c(O)cc3c(c2OC)OCO3)cc1,COc1c2c(cc(O)c1-c1ccccc1)OCO2,ChEMBL-37/mmpdb,[*:1]OC>>[*:1][H],270,185,False,,0.7949,0.731,,1.8014
CHEMBL_MMP_01123,COc1cc(CC(C)N)c(OC)cc1O,COc1cc(OC)c(OC)cc1CC(C)N,ChEMBL-37/mmpdb,[*:1]O>>[*:1]OC,224,161,False,,0.7333,0.6951,,1.0466
CHEMBL_MMP_01124,COc1c2c(cc3c(-c4ccccc4F)noc13)CC(C(=O)O)O2,O=C(O)C1Cc2cc3c(-c4ccccc4F)noc3cc2O1,ChEMBL-37/mmpdb,[*:1]OC>>[*:1][H],322,217,False,,0.6429,0.6016,,2.4845
CHEMBL_MMP_01125,COc1cc(CC(C)N)c(OC)cc1Cl,COc1ccc(OC)c(CC(C)N)c1,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1][H],200,140,False,,1.0,0.5621,,0.9989
CHEMBL_MMP_01126,Cc1cccc(-c2nn3c(-c4ccco4)nnc3s2)c1,c1ccc(-c2nn3c(-c4ccco4)nnc3s2)cc1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],219,137,False,,0.7778,0.7295,,0.8544
CHEMBL_MMP_01127,COc1ccc2[nH]c(C)c(CCN(C)C)c2c1,Cc1[nH]c2ccccc2c1CCN(C)C,ChEMBL-37/mmpdb,[*:1]OC>>[*:1][H],173,119,False,,0.6316,0.6024,,1.2932
CHEMBL_MMP_01128,CCCc1cc(OC)c(CC(C)N)cc1OC,COc1cc(CC(C)N)c(OC)cc1Cl,ChEMBL-37/mmpdb,[*:1]CCC>>[*:1]Cl,216,155,False,,0.6765,0.6216,,0.7791
CHEMBL_MMP_01129,COc1cc(CC(C)N)c(OC)cc1C#N,COc1cc(C(C)C)c(OC)cc1CC(C)N,ChEMBL-37/mmpdb,[*:1]C#N>>[*:1]C(C)C,200,141,False,,0.5946,0.5483,,1.1181
CHEMBL_MMP_01130,NCCc1c[nH]c2ccc(O)cc12,NCCc1c[nH]c2ccccc12,ChEMBL-37/mmpdb,[*:1]O>>[*:1][H],157,108,False,,0.5882,0.5617,,1.1641
CHEMBL_MMP_01131,Cc1cccc(C(=O)OCC(O)CNC(C)(C)C)c1,Cc1cccc(C(=O)OCC(O)CNC(C)C)c1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],241,154,False,,0.6957,0.6435,,0.9664
CHEMBL_MMP_01132,Oc1ncc(Sc2ccc(Cl)cc2)cn1,Oc1ncc(Sc2ccccc2)cn1,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1][H],102,62,False,,1.0,0.5985,,0.7375
CHEMBL_MMP_01133,Cc1nnc2nc3ccccc3n2c1O,Oc1cnnc2nc3ccccc3n12,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],148,93,False,,0.5526,0.4821,,1.2677
CHEMBL_MMP_01134,O=C(NC(CS)C(=O)O)c1ccccc1Br,O=C(O)CNC(=O)c1ccccc1Br,ChEMBL-37/mmpdb,[*:1]CS>>[*:1][H],245,160,False,,0.5263,0.4771,,0.8091
CHEMBL_MMP_01135,CC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,CC1(C)N=C(N)N=C(N)N1c1ccccc1,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1][H],224,146,False,,1.0,0.656,,1.3186
CHEMBL_MMP_01136,Cc1cc(O)c(O)c2oc(=O)c3cc(O)c(O)cc3c12,O=c1oc2c(O)c(O)ccc2c2cc(O)c(O)cc12,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],248,185,False,,0.6154,0.535,,3.1569
CHEMBL_MMP_01137,CCC(CC)OC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cl)ccc1-2,CCCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cl)ccc1-2,ChEMBL-37/mmpdb,[*:1]CC>>[*:1][H],237,154,False,,0.7333,0.6988,,1.9282
CHEMBL_MMP_01138,COc1cc(CC(C)N)c(OC)cc1Cl,COc1ccc(OC)c(CC(C)N)c1,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1][H],200,140,False,,1.0,0.5621,,0.851
CHEMBL_MMP_01139,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Br)cn3)cccc12,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Cl)cn3)cccc12,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]Cl,319,195,True,1,1.0,0.6921,HALO009,2.1488
CHEMBL_MMP_01140,COc1cc(CC(C)N)c(OC)cc1C#N,COc1ccc(OC)c(CC(C)N)c1,ChEMBL-37/mmpdb,[*:1]C#N>>[*:1][H],200,141,False,,0.5128,0.4792,,0.7062
CHEMBL_MMP_01141,COc1cc(OC)c(-c2coc3c4c(ccc3c2=O)OC(C)(C)C=C4)cc1OC,COc1ccc(-c2coc3c4c(ccc3c2=O)OC(C)(C)C=C4)c(OC)c1,ChEMBL-37/mmpdb,[*:1]OC>>[*:1][H],317,217,False,,0.7321,0.7252,,2.7546
CHEMBL_MMP_01142,CNc1ncnc2c1ncn2Cc1ccccc1F,CNc1ncnc2c1ncn2Cc1ccccc1,ChEMBL-37/mmpdb,[*:1]F>>[*:1][H],216,138,False,,0.7273,0.635,,1.0136
CHEMBL_MMP_01143,NC(=O)c1cc(-c2ccncc2)nnc1Cl,CSc1nnc(-c2ccncc2)cc1C(N)=O,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1]SC,71,47,False,,0.625,0.4958,,0.2983
CHEMBL_MMP_01144,COc1cc(CC(C)N)c(OC)cc1C#N,COc1cc(CC(C)N)c(OC)cc1I,ChEMBL-37/mmpdb,[*:1]C#N>>[*:1]I,200,141,False,,0.6216,0.5489,,0.9381
CHEMBL_MMP_01145,CC(C)NCC(O)c1ccc(O)c(O)c1,NCC(O)c1ccc(O)c(O)c1,ChEMBL-37/mmpdb,[*:1]C(C)C>>[*:1][H],240,172,False,,0.5294,0.4877,,1.1617
CHEMBL_MMP_01146,Cc1c(NC(=O)Cc2ccc(Cl)c(Cl)c2)ccc2nc(N)nc(N)c12,Nc1nc(N)c2cc(NC(=O)Cc3ccc(Cl)c(Cl)c3)ccc2n1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],344,219,False,,0.6481,0.6064,,2.3109
CHEMBL_MMP_01147,O=C(c1ccc(Br)cc1)c1ccc2n1CCC2C(=O)O,C#Cc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]C#C,169,112,False,,0.7045,0.6121,,1.003
CHEMBL_MMP_01148,CN(C)c1ncnc2c1ncn2Cc1ccccc1,CNc1ncnc2c1ncn2Cc1ccccc1,ChEMBL-37/mmpdb,[*:1]N(C)C>>[*:1]NC,153,95,False,,0.6136,0.5656,,0.8572
CHEMBL_MMP_01149,COc1c2occc2c(CO)c2ccc(=O)oc12,COCc1c2ccoc2c(OC)c2oc(=O)ccc12,ChEMBL-37/mmpdb,[*:1]CO>>[*:1]COC,127,86,True,1,1.0,0.7666,OSUB_011,1.5214
CHEMBL_MMP_01150,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(C#N)cc1,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccccc1,ChEMBL-37/mmpdb,[*:1]C#N>>[*:1][H],272,171,False,,0.8667,0.7319,,1.8709
CHEMBL_MMP_01151,COc1cc(C(C)C)c(OC)cc1CC(C)N,CCCc1cc(OC)c(CC(C)N)cc1OC,ChEMBL-37/mmpdb,[*:1]C(C)C>>[*:1]CCC,206,145,False,,0.6389,0.5945,,1.0748
CHEMBL_MMP_01152,COc1cccc(Oc2ccc(NC(=O)C(C)C)cc2)c1,C#CCC(=O)Nc1ccc(Oc2cccc(OC)c2)cc1,ChEMBL-37/mmpdb,[*:1]C(C)C>>[*:1]CC#C,328,211,False,,0.6222,0.5746,,1.591
CHEMBL_MMP_01153,C#CCC(=O)Nc1ccc(Oc2cccc(OC)c2)cc1,CCCCC(=O)Nc1ccc(Oc2cccc(OC)c2)cc1,ChEMBL-37/mmpdb,[*:1]CC#C>>[*:1]CCCC,322,208,False,,0.5714,0.5508,,1.8871
CHEMBL_MMP_01154,COc1ccccc1N1CCN(CCCC2=CCCc3cccc(OC)c32)CC1,COc1cccc2c1C(CCCN1CCN(c3ccccc3)CC1)=CCC2,ChEMBL-37/mmpdb,[*:1]OC>>[*:1][H],431,298,False,,0.75,0.7397,,2.1171
CHEMBL_MMP_01155,CCN1CCCC(c2cccc(O)c2)C1,CCCN1CCCC(c2cccc(O)c2)C1,ChEMBL-37/mmpdb,[*:1]CC>>[*:1]CCC,263,182,True,1,1.0,0.7156,META025,1.0962
CHEMBL_MMP_01156,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)C1CC1)OCO3,COCC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2CC1C)OCO3,ChEMBL-37/mmpdb,[*:1]C1CC1>>[*:1]COC,264,169,False,,0.7049,0.6739,,3.0341
CHEMBL_MMP_01157,CCC1(F)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(F)ccc3nc2-1,CCC1(F)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,ChEMBL-37/mmpdb,[*:1]F>>[*:1][H],208,128,False,,0.8136,0.7606,,1.3301
CHEMBL_MMP_01158,CCCc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1,Cc1cc(C)c(NS(=O)(=O)c2ccc(Cl)cc2)c(C)c1,ChEMBL-37/mmpdb,[*:1]CCC>>[*:1]Cl,213,141,False,,0.6486,0.6102,,2.1388
CHEMBL_MMP_01159,CN(C)CC(=O)Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1,CC(=O)Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1,ChEMBL-37/mmpdb,[*:1]N(C)C>>[*:1][H],314,201,False,,0.7045,0.6668,,3.0392
CHEMBL_MMP_01160,COc1cccc(Oc2ccc(NC(C)=O)cc2)c1,COc1cccc(Oc2ccc(NC(=O)C3CC3)cc2)c1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]C1CC1,327,210,False,,0.6744,0.6277,,1.6897
CHEMBL_MMP_01161,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Br)oc23)CC1,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4)oc23)CC1,ChEMBL-37/mmpdb,[*:1]Br>>[*:1][H],331,230,False,,0.7797,0.742,,2.7604
CHEMBL_MMP_01162,CC(C)OC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)(C)C,CCOC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)(C)C,ChEMBL-37/mmpdb,[*:1]C(C)C>>[*:1]CC,257,166,False,,0.8197,0.7731,,1.1042
CHEMBL_MMP_01163,Clc1ncnc2c1ncn2Cc1ccccc1,OCCNc1ncnc2c1ncn2Cc1ccccc1,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1]NCCO,144,90,False,,0.5778,0.4946,,0.8369
CHEMBL_MMP_01164,CNC(=O)NC(CCSC)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,CCNC(=O)NC(CCSC)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,ChEMBL-37/mmpdb,[*:1]C>>[*:1]CC,321,210,True,1,1.0,0.8064,AMINE_010;STER_009;META025;META033,1.428
CHEMBL_MMP_01165,COc1cc(CC(C)N)c(OC)cc1O,COc1cc(OC)c(OC)cc1CC(C)N,ChEMBL-37/mmpdb,[*:1]O>>[*:1]OC,224,161,False,,0.7333,0.6951,,1.1246
CHEMBL_MMP_01166,COc1ccc(NC(=O)NNC(=O)c2cc([N+](=O)[O-])c[nH]2)cc1,O=C(NNC(=O)c1cc([N+](=O)[O-])c[nH]1)Nc1ccccc1,ChEMBL-37/mmpdb,[*:1]OC>>[*:1][H],183,120,False,,0.814,0.7507,,1.0489
CHEMBL_MMP_01167,Cc1ccc2c(Cl)c(C(=O)NCCCn3ccnc3)sc2c1,O=C(NCCCn1ccnc1)c1sc2ccccc2c1Cl,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],187,121,False,,0.7778,0.7243,,1.6343
CHEMBL_MMP_01168,CCc1nnc2c(NC3CCCC3)nc3ccccc3n12,CCCCc1nnc2c(NC3CCCC3)nc3ccccc3n12,ChEMBL-37/mmpdb,[*:1]CC>>[*:1]CCCC,177,116,False,,0.875,0.727,,1.7737
CHEMBL_MMP_01169,CN1CCN(C2=Cc3ccccc3Cc3ccc(Cl)cc32)CC1,CN1CCN(C2=Cc3ccccc3Cc3ccccc32)CC1,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1][H],369,242,False,,1.0,0.6932,,1.9729
CHEMBL_MMP_01170,CCn1cc(CCN(C)C)c2cc(OC)ccc21,CCCn1cc(CCN(C)C)c2cc(OC)ccc21,ChEMBL-37/mmpdb,[*:1]CC>>[*:1]CCC,182,125,True,1,1.0,0.7434,META025,1.3245
CHEMBL_MMP_01171,CC(O)Cc1cc(-c2ccnc3[nH]nc(C(F)(F)F)c23)cc(C2(C#N)CC2)c1,N#CC1(c2cc(CC(O)CO)cc(-c3ccnc4[nH]nc(C(F)(F)F)c34)c2)CC1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]CO,227,161,False,,0.875,0.8142,,1.1164
